instance_id,instance_type,timestamp,cpu_utilization
i-0a1b2c3d4e5f60002,c5.large,2026-08-02T06:00:00Z,79.72
i-0a1b2c3d4e5f60002,c5.large,2026-08-02T12:00:00Z,77.81
i-0a1b2c3d4e5f60002,c5.large,2026-08-02T18:00:00Z,80.75
i-0a1b2c3d4e5f60002,c5.large,2026-08-03T00:00:00Z,84.39
i-0a1b2c3d4e5f60002,c5.large,2026-08-03T06:00:00Z,82.85
i-0a1b2c3d4e5f60002,c5.large,2026-08-03T12:00:00Z,70.27
i-0a1b2c3d4e5f60002,c5.large,2026-08-03T18:00:00Z,65.74
i-0a1b2c3d4e5f60002,c5.large,2026-08-04T00:00:00Z,72.26
i-0a1b2c3d4e5f60002,c5.large,2026-08-04T06:00:00Z,71.16
i-0a1b2c3d4e5f60002,c5.large,2026-08-04T12:00:00Z,69.85
i-0a1b2c3d4e5f60002,c5.large,2026-08-04T18:00:00Z,86.69
i-0a1b2c3d4e5f60002,c5.large,2026-08-05T00:00:00Z,85.16
i-0a1b2c3d4e5f60002,c5.large,2026-08-05T06:00:00Z,72.24
i-0a1b2c3d4e5f60002,c5.large,2026-08-05T12:00:00Z,80.08
i-0a1b2c3d4e5f60002,c5.large,2026-08-05T18:00:00Z,74.1
i-0a1b2c3d4e5f60002,c5.large,2026-08-06T00:00:00Z,86.03
i-0a1b2c3d4e5f60002,c5.large,2026-08-06T06:00:00Z,75.55
i-0a1b2c3d4e5f60002,c5.large,2026-08-06T12:00:00Z,71.09
i-0a1b2c3d4e5f60002,c5.large,2026-08-06T18:00:00Z,70.67
i-0a1b2c3d4e5f60002,c5.large,2026-08-07T00:00:00Z,77.91
i-0a1b2c3d4e5f60002,c5.large,2026-08-07T06:00:00Z,71.04
i-0a1b2c3d4e5f60002,c5.large,2026-08-07T12:00:00Z,78.45
i-0a1b2c3d4e5f60002,c5.large,2026-08-07T18:00:00Z,85.65
i-0a1b2c3d4e5f60002,c5.large,2026-08-08T00:00:00Z,74.19
i-0a1b2c3d4e5f60002,c5.large,2026-08-08T06:00:00Z,70.04
i-0a1b2c3d4e5f60002,c5.large,2026-08-08T12:00:00Z,87.94
i-0a1b2c3d4e5f60002,c5.large,2026-08-08T18:00:00Z,76.72
i-0a1b2c3d4e5f60002,c5.large,2026-08-09T00:00:00Z,67.09
i-0a1b2c3d4e5f60002,c5.large,2026-08-09T06:00:00Z,66.08
i-0a1b2c3d4e5f60002,c5.large,2026-08-09T12:00:00Z,67.52
i-0a1b2c3d4e5f60002,c5.large,2026-08-09T18:00:00Z,79.43
i-0a1b2c3d4e5f60002,c5.large,2026-08-10T00:00:00Z,83.22
i-0a1b2c3d4e5f60002,c5.large,2026-08-10T06:00:00Z,74.71
i-0a1b2c3d4e5f60002,c5.large,2026-08-10T12:00:00Z,66.46
i-0a1b2c3d4e5f60002,c5.large,2026-08-10T18:00:00Z,73.78
i-0a1b2c3d4e5f60002,c5.large,2026-08-11T00:00:00Z,87.91
i-0a1b2c3d4e5f60002,c5.large,2026-08-11T06:00:00Z,77.17
i-0a1b2c3d4e5f60002,c5.large,2026-08-11T12:00:00Z,87.33
i-0a1b2c3d4e5f60002,c5.large,2026-08-11T18:00:00Z,84.8
i-0a1b2c3d4e5f60002,c5.large,2026-08-12T00:00:00Z,65.26
i-0a1b2c3d4e5f60002,c5.large,2026-08-12T06:00:00Z,81.58
i-0a1b2c3d4e5f60002,c5.large,2026-08-12T12:00:00Z,80.68
i-0a1b2c3d4e5f60002,c5.large,2026-08-12T18:00:00Z,77.35
i-0a1b2c3d4e5f60002,c5.large,2026-08-13T00:00:00Z,71.14
i-0a1b2c3d4e5f60002,c5.large,2026-08-13T06:00:00Z,79.74
i-0a1b2c3d4e5f60002,c5.large,2026-08-13T12:00:00Z,67.57
i-0a1b2c3d4e5f60002,c5.large,2026-08-13T18:00:00Z,75.0
i-0a1b2c3d4e5f60002,c5.large,2026-08-14T00:00:00Z,75.44
i-0a1b2c3d4e5f60002,c5.large,2026-08-14T06:00:00Z,86.94
i-0a1b2c3d4e5f60002,c5.large,2026-08-14T12:00:00Z,85.14
i-0a1b2c3d4e5f60002,c5.large,2026-08-14T18:00:00Z,71.06
i-0a1b2c3d4e5f60003,m5.large,2026-08-01T00:00:00Z,45.01
i-0a1b2c3d4e5f60003,m5.large,2026-08-01T06:00:00Z,38.57
i-0a1b2c3d4e5f60003,m5.large,2026-08-01T12:00:00Z,53.25
i-0a1b2c3d4e5f60003,m5.large,2026-08-01T18:00:00Z,52.41
i-0a1b2c3d4e5f60003,m5.large,2026-08-02T00:00:00Z,40.97
i-0a1b2c3d4e5f60003,m5.large,2026-08-02T06:00:00Z,47.78
i-0a1b2c3d4e5f60003,m5.large,2026-08-02T12:00:00Z,47.18
i-0a1b2c3d4e5f60003,m5.large,2026-08-02T18:00:00Z,38.06
i-0a1b2c3d4e5f60003,m5.large,2026-08-03T00:00:00Z,50.25
i-0a1b2c3d4e5f60003,m5.large,2026-08-03T06:00:00Z,45.79
i-0a1b2c3d4e5f60003,m5.large,2026-08-03T12:00:00Z,50.57
i-0a1b2c3d4e5f60003,m5.large,2026-08-03T18:00:00Z,45.61
i-0a1b2c3d4e5f60003,m5.large,2026-08-04T00:00:00Z,35.01
i-0a1b2c3d4e5f60003,m5.large,2026-08-04T06:00:00Z,41.48
i-0a1b2c3d4e5f60003,m5.large,2026-08-04T12:00:00Z,35.39
i-0a1b2c3d4e5f60003,m5.large,2026-08-04T18:00:00Z,53.58
i-0a1b2c3d4e5f60003,m5.large,2026-08-05T00:00:00Z,52.57
i-0a1b2c3d4e5f60003,m5.large,2026-08-05T06:00:00Z,51.63
i-0a1b2c3d4e5f60003,m5.large,2026-08-05T12:00:00Z,41.15
i-0a1b2c3d4e5f60003,m5.large,2026-08-05T18:00:00Z,36.16
i-0a1b2c3d4e5f60003,m5.large,2026-08-06T00:00:00Z,52.56
i-0a1b2c3d4e5f60003,m5.large,2026-08-06T06:00:00Z,53.94
i-0a1b2c3d4e5f60003,m5.large,2026-08-06T12:00:00Z,36.71
i-0a1b2c3d4e5f60003,m5.large,2026-08-06T18:00:00Z,44.72
i-0a1b2c3d4e5f60003,m5.large,2026-08-07T00:00:00Z,36.38
i-0a1b2c3d4e5f60003,m5.large,2026-08-07T06:00:00Z,50.21
i-0a1b2c3d4e5f60003,m5.large,2026-08-07T12:00:00Z,50.32
i-0a1b2c3d4e5f60003,m5.large,2026-08-07T18:00:00Z,37.57
i-0a1b2c3d4e5f60003,m5.large,2026-08-08T00:00:00Z,44.51
i-0a1b2c3d4e5f60003,m5.large,2026-08-08T06:00:00Z,46.0
i-0a1b2c3d4e5f60003,m5.large,2026-08-08T12:00:00Z,40.3
i-0a1b2c3d4e5f60003,m5.large,2026-08-08T18:00:00Z,52.45
i-0a1b2c3d4e5f60003,m5.large,2026-08-09T00:00:00Z,43.46
i-0a1b2c3d4e5f60003,m5.large,2026-08-09T06:00:00Z,39.24
i-0a1b2c3d4e5f60003,m5.large,2026-08-09T12:00:00Z,45.79
i-0a1b2c3d4e5f60003,m5.large,2026-08-09T18:00:00Z,49.6
i-0a1b2c3d4e5f60003,m5.large,2026-08-10T00:00:00Z,39.02
i-0a1b2c3d4e5f60003,m5.large,2026-08-10T06:00:00Z,41.23
i-0a1b2c3d4e5f60003,m5.large,2026-08-10T12:00:00Z,54.9
i-0a1b2c3d4e5f60003,m5.large,2026-08-10T18:00:00Z,48.0
i-0a1b2c3d4e5f60003,m5.large,2026-08-11T00:00:00Z,43.76
i-0a1b2c3d4e5f60003,m5.large,2026-08-11T06:00:00Z,45.35
i-0a1b2c3d4e5f60003,m5.large,2026-08-11T12:00:00Z,37.42
i-0a1b2c3d4e5f60003,m5.large,2026-08-11T18:00:00Z,39.49
i-0a1b2c3d4e5f60003,m5.large,2026-08-12T00:00:00Z,41.76
i-0a1b2c3d4e5f60003,m5.large,2026-08-12T06:00:00Z,46.77
i-0a1b2c3d4e5f60003,m5.large,2026-08-12T12:00:00Z,39.6
i-0a1b2c3d4e5f60003,m5.large,2026-08-12T18:00:00Z,39.4
i-0a1b2c3d4e5f60003,m5.large,2026-08-13T00:00:00Z,36.42
i-0a1b2c3d4e5f60003,m5.large,2026-08-13T06:00:00Z,47.62
i-0a1b2c3d4e5f60003,m5.large,2026-08-13T12:00:00Z,39.58
i-0a1b2c3d4e5f60003,m5.large,2026-08-13T18:00:00Z,53.11
i-0a1b2c3d4e5f60003,m5.large,2026-08-14T00:00:00Z,52.19
i-0a1b2c3d4e5f60003,m5.large,2026-08-14T06:00:00Z,36.42
i-0a1b2c3d4e5f60003,m5.large,2026-08-14T12:00:00Z,39.76
i-0a1b2c3d4e5f60003,m5.large,2026-08-14T18:00:00Z,48.38
i-0a1b2c3d4e5f60004,t3.large,2026-08-01T00:00:00Z,4.79
i-0a1b2c3d4e5f60004,t3.large,2026-08-01T06:00:00Z,3.72
i-0a1b2c3d4e5f60004,t3.large,2026-08-01T12:00:00Z,14.16
i-0a1b2c3d4e5f60004,t3.large,2026-08-01T18:00:00Z,9.42
i-0a1b2c3d4e5f60004,t3.large,2026-08-02T00:00:00Z,8.14
i-0a1b2c3d4e5f60004,t3.large,2026-08-02T06:00:00Z,12.2
i-0a1b2c3d4e5f60004,t3.large,2026-08-02T12:00:00Z,12.5
i-0a1b2c3d4e5f60004,t3.large,2026-08-02T18:00:00Z,4.48
i-0a1b2c3d4e5f60004,t3.large,2026-08-03T00:00:00Z,3.26
i-0a1b2c3d4e5f60004,t3.large,2026-08-03T06:00:00Z,7.6
i-0a1b2c3d4e5f60004,t3.large,2026-08-03T12:00:00Z,7.51
i-0a1b2c3d4e5f60004,t3.large,2026-08-03T18:00:00Z,8.07
i-0a1b2c3d4e5f60004,t3.large,2026-08-04T00:00:00Z,11.48
i-0a1b2c3d4e5f60004,t3.large,2026-08-04T06:00:00Z,10.75
i-0a1b2c3d4e5f60004,t3.large,2026-08-04T12:00:00Z,14.79
i-0a1b2c3d4e5f60004,t3.large,2026-08-04T18:00:00Z,3.28
i-0a1b2c3d4e5f60004,t3.large,2026-08-05T00:00:00Z,7.23
i-0a1b2c3d4e5f60004,t3.large,2026-08-05T06:00:00Z,6.41
i-0a1b2c3d4e5f60004,t3.large,2026-08-05T12:00:00Z,13.2
i-0a1b2c3d4e5f60004,t3.large,2026-08-05T18:00:00Z,5.23
i-0a1b2c3d4e5f60004,t3.large,2026-08-06T00:00:00Z,4.47
i-0a1b2c3d4e5f60004,t3.large,2026-08-06T06:00:00Z,7.83
i-0a1b2c3d4e5f60004,t3.large,2026-08-06T12:00:00Z,7.48
i-0a1b2c3d4e5f60004,t3.large,2026-08-06T18:00:00Z,5.62
i-0a1b2c3d4e5f60004,t3.large,2026-08-07T00:00:00Z,5.25
i-0a1b2c3d4e5f60004,t3.large,2026-08-07T06:00:00Z,14.0
i-0a1b2c3d4e5f60004,t3.large,2026-08-07T12:00:00Z,7.76
i-0a1b2c3d4e5f60004,t3.large,2026-08-07T18:00:00Z,13.2
i-0a1b2c3d4e5f60004,t3.large,2026-08-08T00:00:00Z,9.15
i-0a1b2c3d4e5f60004,t3.large,2026-08-08T06:00:00Z,2.66
i-0a1b2c3d4e5f60004,t3.large,2026-08-08T12:00:00Z,14.99
i-0a1b2c3d4e5f60004,t3.large,2026-08-08T18:00:00Z,12.87
i-0a1b2c3d4e5f60004,t3.large,2026-08-09T00:00:00Z,14.6
i-0a1b2c3d4e5f60004,t3.large,2026-08-09T06:00:00Z,14.04
i-0a1b2c3d4e5f60004,t3.large,2026-08-09T12:00:00Z,13.03
i-0a1b2c3d4e5f60004,t3.large,2026-08-09T18:00:00Z,4.16
i-0a1b2c3d4e5f60004,t3.large,2026-08-10T00:00:00Z,8.31
i-0a1b2c3d4e5f60004,t3.large,2026-08-10T06:00:00Z,4.78
i-0a1b2c3d4e5f60004,t3.large,2026-08-10T12:00:00Z,7.21
i-0a1b2c3d4e5f60004,t3.large,2026-08-10T18:00:00Z,2.76
i-0a1b2c3d4e5f60004,t3.large,2026-08-11T00:00:00Z,6.93
i-0a1b2c3d4e5f60004,t3.large,2026-08-11T06:00:00Z,14.81
i-0a1b2c3d4e5f60004,t3.large,2026-08-11T12:00:00Z,5.45
i-0a1b2c3d4e5f60004,t3.large,2026-08-11T18:00:00Z,12.19
i-0a1b2c3d4e5f60004,t3.large,2026-08-12T00:00:00Z,7.92
i-0a1b2c3d4e5f60004,t3.large,2026-08-12T06:00:00Z,7.5
i-0a1b2c3d4e5f60004,t3.large,2026-08-12T12:00:00Z,14.45
i-0a1b2c3d4e5f60004,t3.large,2026-08-12T18:00:00Z,14.94
i-0a1b2c3d4e5f60004,t3.large,2026-08-13T00:00:00Z,9.22
i-0a1b2c3d4e5f60004,t3.large,2026-08-13T06:00:00Z,11.34
i-0a1b2c3d4e5f60004,t3.large,2026-08-13T12:00:00Z,4.01
i-0a1b2c3d4e5f60004,t3.large,2026-08-13T18:00:00Z,5.86
i-0a1b2c3d4e5f60004,t3.large,2026-08-14T00:00:00Z,14.59
i-0a1b2c3d4e5f60004,t3.large,2026-08-14T06:00:00Z,9.53
i-0a1b2c3d4e5f60004,t3.large,2026-08-14T12:00:00Z,9.05
i-0a1b2c3d4e5f60004,t3.large,2026-08-14T18:00:00Z,11.72
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-01T00:00:00Z,10.86
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-01T06:00:00Z,10.85
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-01T12:00:00Z,11.03
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-01T18:00:00Z,16.06
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-02T00:00:00Z,18.68
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-02T06:00:00Z,88.76
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-02T12:00:00Z,83.06
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-02T18:00:00Z,85.94
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-03T00:00:00Z,16.86
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-03T06:00:00Z,10.14
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-03T12:00:00Z,83.2
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-03T18:00:00Z,11.99
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-04T00:00:00Z,23.19
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-04T06:00:00Z,88.15
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-04T12:00:00Z,19.18
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-04T18:00:00Z,20.02
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-05T00:00:00Z,24.08
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-05T06:00:00Z,23.35
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-05T12:00:00Z,89.07
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-05T18:00:00Z,89.51
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-06T00:00:00Z,17.58
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-06T06:00:00Z,86.35
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-06T12:00:00Z,10.66
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-06T18:00:00Z,83.93
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-07T00:00:00Z,18.28
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-07T06:00:00Z,11.68
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-07T12:00:00Z,18.18
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-07T18:00:00Z,80.63
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-08T00:00:00Z,23.48
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-08T06:00:00Z,23.48
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-08T12:00:00Z,85.31
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-08T18:00:00Z,24.61
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-09T00:00:00Z,22.97
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-09T06:00:00Z,80.37
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-09T12:00:00Z,21.74
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-09T18:00:00Z,14.0
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-10T00:00:00Z,80.58
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-10T06:00:00Z,92.25
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-10T12:00:00Z,15.24
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-10T18:00:00Z,89.9
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-11T00:00:00Z,92.97
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-11T06:00:00Z,87.64
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-11T12:00:00Z,81.73
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-11T18:00:00Z,94.44
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-12T00:00:00Z,88.95
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-12T06:00:00Z,20.93
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-12T12:00:00Z,88.65
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-12T18:00:00Z,10.67
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-13T00:00:00Z,81.05
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-13T06:00:00Z,19.35
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-13T12:00:00Z,84.5
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-13T18:00:00Z,84.89
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-14T00:00:00Z,82.88
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-14T06:00:00Z,93.54
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-14T12:00:00Z,92.51
i-0a1b2c3d4e5f60005,c5.xlarge,2026-08-14T18:00:00Z,86.45
